customer_id,age,gender,city,membership,join_date
73,70,Male,Chicago,Silver,2024-05-27
74,55,Female,Chicago,Silver,2022-07-12
75,28,Male,Chicago,Platinum,2024-09-26
76,24,Female,Seattle,Platinum,2025-02-05
77,70,Female,Miami,Gold,2023-12-28
78,48,Female,New York,Silver,2023-08-28
79,38,Male,New York,Silver,2024-05-30
80,36,Female,Seattle,Gold,2021-10-03
81,43,Male,New York,Gold,2025-06-09
82,56,Female,New York,Gold,2021-03-16
83,68,Female,Dallas,Gold,2021-01-10
84,52,Male,Dallas,Silver,2021-05-19
85,41,Male,Dallas,Silver,2024-03-22
86,46,Male,Miami,Platinum,2021-11-25
87,32,Female,Dallas,Silver,2021-11-01
88,29,Female,Miami,Gold,2021-05-18
89,39,Male,Miami,Platinum,2023-03-31
90,69,Male,Chicago,Silver,2020-02-11
91,69,Male,Seattle,Silver,2021-07-02
92,53,Male,New York,Silver,2023-07-25
93,18,Female,Dallas,Gold,2022-08-18
94,27,Male,Miami,Gold,2020-06-06
95,50,Male,Chicago,Silver,2020-10-16
96,70,Female,Dallas,Silver,2023-12-23
97,50,Female,Chicago,Silver,2020-10-17
98,52,Male,Dallas,Platinum,2024-07-04
99,61,Male,Chicago,Gold,2022-06-05
100,52,Male,New York,Platinum,2024-10-31
101,60,Male,Dallas,Silver,2023-10-28
102,46,Female,Miami,Gold,2023-01-13
103,46,Female,New York,Gold,2024-09-08
104,39,Male,Dallas,Gold,2020-02-19
105,68,Female,Miami,Silver,2020-05-07
106,62,Female,Miami,Silver,2023-04-30
107,26,Male,Dallas,Gold,2022-03-25
108,54,Female,Chicago,Platinum,2020-07-01
109,32,Female,New York,Silver,2022-12-18
110,38,Female,Chicago,Silver,2021-10-02
111,49,Female,Chicago,Platinum,2022-04-24
112,39,Female,Chicago,Silver,2025-03-02
113,22,Female,Chicago,Platinum,2024-04-17
114,68,Male,Dallas,Gold,2023-11-19
115,37,Female,Chicago,Platinum,2023-12-07
116,65,Female,Miami,Silver,2024-10-19
117,25,Female,Chicago,Silver,2021-05-28
118,45,Male,Miami,Platinum,2024-03-31
119,68,Male,Seattle,Platinum,2022-03-17
120,63,Female,Seattle,Platinum,2024-09-27
121,28,Male,Miami,Silver,2024-07-12
122,34,Male,Dallas,Platinum,2025-02-12
123,23,Male,Miami,Platinum,2023-11-07
124,62,Male,Seattle,Silver,2025-06-12
125,42,Female,Seattle,Silver,2025-02-06
126,38,Female,Chicago,Platinum,2025-02-04
127,49,Male,New York,Gold,2023-05-15
128,52,Female,New York,Platinum,2021-08-28
129,35,Male,Seattle,Platinum,2023-02-19
130,18,Male,Miami,Gold,2023-03-31
131,19,Male,Miami,Silver,2024-09-06
132,34,Male,Chicago,Gold,2020-10-30
133,52,Male,Dallas,Gold,2023-04-14
134,66,Female,Seattle,Silver,2023-01-21
135,40,Female,Seattle,Silver,2024-04-24
136,31,Female,Chicago,Gold,2024-07-18
137,24,Male,New York,Platinum,2024-03-10
138,18,Female,Chicago,Silver,2022-10-21
139,41,Female,Seattle,Platinum,2023-10-19
140,40,Female,New York,Silver,2022-06-24
141,63,Female,Dallas,Gold,2023-01-09
142,43,Female,Miami,Gold,2020-08-19
143,59,Female,Seattle,Silver,2023-02-14
144,18,Female,Miami,Platinum,2024-12-10
145,65,Male,Seattle,Platinum,2024-09-05
146,51,Female,Dallas,Platinum,2020-12-14
147,46,Male,Dallas,Platinum,2020-01-08
148,61,Female,Miami,Gold,2025-06-10
149,43,Female,Miami,Platinum,2025-06-18
150,64,Male,Seattle,Platinum,2021-05-22
151,58,Female,New York,Gold,2024-01-17
152,58,Male,Seattle,Gold,2024-09-29
153,29,Male,Miami,Silver,2021-12-16
154,34,Female,Miami,Gold,2020-11-07
155,47,Female,Seattle,Silver,2022-08-14
156,50,Male,Dallas,Platinum,2020-07-20
157,65,Female,New York,Gold,2020-05-17
158,60,Female,New York,Silver,2022-11-04
159,63,Male,New York,Gold,2023-07-26
160,62,Female,Miami,Gold,2021-03-03
161,51,Male,Chicago,Gold,2021-07-05
162,22,Male,Miami,Platinum,2022-01-24
163,47,Male,Chicago,Gold,2023-08-30
164,65,Female,Dallas,Platinum,2024-02-24
165,32,Female,Miami,Gold,2020-12-18
166,48,Female,Miami,Gold,2024-01-06
167,32,Female,Miami,Platinum,2021-05-15
168,60,Male,Miami,Gold,2021-10-10
169,45,Male,Dallas,Silver,2020-05-28
170,58,Male,Miami,Gold,2023-04-05
171,64,Male,Miami,Gold,2022-07-29
172,51,Male,Chicago,Silver,2025-01-04
173,63,Female,Dallas,Gold,2024-03-18
174,43,Male,New York,Platinum,2021-02-26
175,63,Female,New York,Silver,2021-04-11
176,43,Female,Seattle,Silver,2025-05-10
177,29,Male,New York,Platinum,2020-02-17
178,66,Male,New York,Gold,2023-12-12
179,51,Female,Dallas,Platinum,2024-09-11
180,35,Male,Miami,Platinum,2020-12-19
181,24,Male,Seattle,Silver,2022-10-10
182,46,Female,Chicago,Silver,2021-04-27
183,70,Female,Seattle,Platinum,2023-04-02
184,42,Male,Seattle,Platinum,2021-06-12
185,39,Female,Miami,Silver,2025-02-05
186,31,Male,New York,Silver,2024-06-21
187,18,Female,Dallas,Gold,2024-10-02
188,55,Female,Chicago,Gold,2020-11-23
189,70,Male,New York,Silver,2022-03-04
190,27,Male,Miami,Gold,2021-06-04
191,26,Male,Seattle,Platinum,2024-09-16
192,37,Male,New York,Platinum,2020-05-04
193,51,Male,New York,Gold,2024-05-18
194,25,Female,New York,Silver,2020-02-26
195,49,Male,Dallas,Platinum,2024-07-31
196,30,Female,Seattle,Gold,2023-07-16
197,35,Female,Chicago,Silver,2020-05-03
198,55,Male,Dallas,Gold,2023-05-24
199,62,Male,Dallas,Platinum,2022-04-25
200,52,Male,Miami,Gold,2025-02-26
201,60,Male,Dallas,Platinum,2023-06-04
202,64,Male,Dallas,Silver,2025-06-22
203,24,Male,New York,Silver,2024-10-16
204,45,Male,New York,Platinum,2020-07-05
205,70,Female,Miami,Gold,2020-07-22
206,38,Male,Chicago,Platinum,2020-03-08
207,46,Male,Seattle,Platinum,2025-01-14
208,46,Male,Miami,Gold,2020-07-04
209,34,Female,New York,Gold,2020-03-11
210,42,Male,Dallas,Gold,2024-02-14
211,26,Female,Seattle,Silver,2024-10-18
212,61,Female,New York,Gold,2024-09-19
213,33,Male,Dallas,Gold,2022-11-09
214,68,Female,Miami,Gold,2020-08-02
215,26,Female,Miami,Platinum,2024-01-13
216,55,Male,Dallas,Platinum,2020-11-17
217,30,Female,Seattle,Platinum,2021-10-26
218,24,Female,Dallas,Silver,2023-03-23
219,22,Male,Dallas,Platinum,2022-12-28
220,38,Female,Dallas,Gold,2021-12-23
221,35,Female,Miami,Platinum,2020-01-18
222,51,Male,Chicago,Gold,2025-02-15
223,64,Female,Dallas,Platinum,2020-05-20
224,46,Female,Seattle,Gold,2025-02-12
225,41,Female,New York,Platinum,2024-06-29
226,21,Male,New York,Platinum,2022-10-04
227,54,Female,Chicago,Platinum,2023-03-21
228,65,Female,Dallas,Platinum,2022-01-28
229,43,Female,Seattle,Platinum,2021-11-28
230,52,Male,New York,Silver,2021-05-27
231,61,Male,Miami,Silver,2025-01-31
232,25,Male,Seattle,Platinum,2023-06-23
233,21,Male,Miami,Platinum,2021-06-28
234,63,Male,Chicago,Gold,2020-05-16
235,58,Male,New York,Silver,2023-08-10
236,29,Female,New York,Platinum,2022-01-23
237,49,Female,Chicago,Silver,2023-05-09
238,49,Male,Seattle,Gold,2023-10-15
239,41,Male,Seattle,Platinum,2020-05-28
240,70,Female,Seattle,Silver,2020-01-17
241,65,Female,Miami,Gold,2020-06-05
242,43,Female,New York,Gold,2024-10-09
243,47,Male,Chicago,Gold,2023-11-26
244,62,Male,Miami,Silver,2024-08-10
245,37,Female,Miami,Platinum,2023-03-17
246,53,Female,Miami,Gold,2023-01-15
247,70,Female,Miami,Platinum,2023-04-05
248,37,Female,Dallas,Silver,2022-11-02
249,46,Male,Miami,Silver,2021-06-01
250,58,Male,Seattle,Platinum,2023-09-16
251,54,Male,Dallas,Gold,2022-04-03
252,36,Male,New York,Silver,2024-09-29
253,18,Female,Dallas,Gold,2021-07-10
254,68,Female,Seattle,Gold,2022-03-06
255,47,Male,Seattle,Gold,2020-10-23
256,44,Male,New York,Silver,2024-07-25
257,34,Female,Chicago,Platinum,2024-05-29
258,36,Female,Dallas,Platinum,2021-08-11
259,65,Female,Dallas,Gold,2021-11-18
260,67,Female,Chicago,Platinum,2024-08-26
261,49,Female,Seattle,Silver,2020-05-11
262,26,Male,Chicago,Silver,2024-02-04
263,19,Male,Dallas,Silver,2022-09-09
264,67,Male,Seattle,Platinum,2024-01-21
265,29,Male,New York,Gold,2023-06-07
266,21,Male,Miami,Gold,2021-12-11
267,21,Male,Miami,Platinum,2022-05-09
268,60,Male,Dallas,Platinum,2021-07-24
269,29,Female,New York,Silver,2023-10-18
270,59,Male,Seattle,Silver,2023-10-01
271,46,Female,Miami,Gold,2025-01-27
272,43,Male,Miami,Gold,2020-08-04
273,27,Female,Miami,Platinum,2021-02-16
274,28,Female,Seattle,Platinum,2024-12-23
275,52,Female,Seattle,Platinum,2025-01-06
276,69,Male,Miami,Gold,2024-10-29
277,49,Male,New York,Platinum,2023-09-08
278,40,Female,New York,Platinum,2023-07-04
279,46,Female,New York,Silver,2022-11-06
280,35,Female,Chicago,Gold,2020-10-30
281,26,Female,Chicago,Gold,2023-02-22
282,58,Male,Miami,Platinum,2022-11-09
283,27,Female,Dallas,Gold,2022-09-10
284,62,Female,Dallas,Gold,2021-03-15
285,49,Female,Miami,Gold,2021-05-09
286,39,Male,Miami,Silver,2024-02-22
287,55,Female,Miami,Silver,2020-04-29
288,50,Female,Miami,Platinum,2020-10-03
289,59,Male,Dallas,Platinum,2022-10-08
290,48,Female,New York,Silver,2024-12-22
291,26,Female,Chicago,Silver,2023-07-25
292,52,Male,Miami,Silver,2023-11-03
293,25,Male,Miami,Silver,2022-10-27
294,54,Female,Seattle,Gold,2020-01-09
295,67,Male,Dallas,Platinum,2021-03-27
296,23,Male,Dallas,Platinum,2023-07-05
297,39,Female,Miami,Platinum,2022-11-27
298,42,Male,New York,Gold,2021-12-11
299,26,Male,Dallas,Silver,2023-10-27
300,54,Male,Dallas,Silver,2020-07-07
301,64,Male,Dallas,Gold,2021-05-24
302,35,Male,Dallas,Silver,2020-06-09
303,26,Female,Dallas,Platinum,2023-07-31
304,62,Male,New York,Platinum,2021-11-04
305,35,Male,Miami,Gold,2025-05-17
306,25,Female,Chicago,Platinum,2025-03-13
307,35,Female,New York,Platinum,2023-03-26
308,57,Female,Miami,Gold,2023-01-02
309,43,Female,Chicago,Platinum,2021-09-11
310,53,Male,New York,Platinum,2022-11-07
311,25,Male,Chicago,Silver,2025-01-11
312,45,Female,Miami,Silver,2021-05-27
313,52,Female,Miami,Gold,2022-08-27
314,26,Female,New York,Platinum,2022-02-03
315,22,Female,Miami,Platinum,2024-09-24
316,69,Male,Miami,Gold,2022-07-01
317,61,Male,Chicago,Silver,2025-02-13
318,55,Male,Chicago,Gold,2024-09-19
319,69,Female,Dallas,Gold,2020-11-23
320,27,Female,Seattle,Gold,2020-08-29
321,56,Male,Dallas,Gold,2023-09-27
322,61,Male,Miami,Silver,2025-02-26
323,70,Male,Seattle,Platinum,2023-02-24
324,24,Female,New York,Gold,2023-05-10
325,61,Female,Dallas,Gold,2022-04-16
326,43,Female,New York,Silver,2022-08-22
327,67,Male,New York,Silver,2024-08-30
328,25,Male,Miami,Platinum,2024-04-12
329,40,Female,Miami,Platinum,2021-12-30
330,69,Female,Chicago,Platinum,2021-05-06
331,24,Female,Chicago,Silver,2024-05-09
332,20,Female,Seattle,Platinum,2021-12-10
333,34,Male,Miami,Gold,2022-04-29
334,42,Female,Dallas,Gold,2022-06-22
335,69,Male,Miami,Platinum,2020-10-22
336,21,Female,New York,Platinum,2020-12-18
337,52,Female,Dallas,Platinum,2020-09-05
338,55,Male,Seattle,Silver,2022-02-23
339,58,Male,Seattle,Platinum,2021-04-11
340,24,Male,Dallas,Gold,2023-09-06
341,33,Female,Seattle,Gold,2022-10-05
342,59,Male,Seattle,Gold,2022-03-27
343,52,Male,Miami,Gold,2025-03-13
344,35,Male,Chicago,Silver,2022-02-09
345,44,Male,New York,Platinum,2020-06-01
346,29,Female,Seattle,Platinum,2022-10-25
347,69,Female,Chicago,Silver,2025-06-13
348,51,Male,Dallas,Silver,2022-08-09
349,43,Male,Miami,Platinum,2022-03-11
350,18,Male,Seattle,Silver,2023-09-18
351,29,Female,Chicago,Silver,2024-05-06
352,52,Male,Chicago,Gold,2023-04-13
353,19,Male,Seattle,Silver,2024-06-14
354,20,Male,Miami,Platinum,2023-06-07
355,59,Male,Chicago,Gold,2024-05-15
356,47,Male,Miami,Platinum,2020-04-09
357,42,Male,Miami,Silver,2023-08-06
358,70,Female,New York,Platinum,2021-05-04
359,67,Male,New York,Gold,2022-08-13
360,35,Female,Chicago,Platinum,2020-09-29
361,53,Female,Miami,Platinum,2022-07-07
362,50,Female,Miami,Silver,2023-12-02
363,43,Female,Chicago,Gold,2024-07-31
364,35,Female,Chicago,Gold,2023-03-06
365,35,Male,Miami,Silver,2024-02-06
366,41,Female,Chicago,Gold,2021-06-06
367,34,Female,Seattle,Gold,2023-03-04
368,47,Male,Chicago,Silver,2025-05-17
369,34,Male,Chicago,Silver,2024-06-29
370,55,Male,Miami,Gold,2024-01-06
371,33,Male,Miami,Gold,2022-03-12
372,63,Male,New York,Platinum,2025-03-29
373,22,Male,New York,Silver,2024-03-08
374,43,Female,Seattle,Platinum,2020-10-08
375,55,Male,Miami,Platinum,2020-05-31
376,33,Female,Chicago,Gold,2021-02-18
377,60,Female,Dallas,Platinum,2024-09-13
378,29,Male,Dallas,Platinum,2020-10-21
379,40,Female,Miami,Gold,2020-06-30
380,50,Female,Chicago,Platinum,2022-08-07
381,19,Female,Miami,Platinum,2020-07-30
382,57,Female,Seattle,Gold,2023-06-20
383,21,Male,Dallas,Silver,2024-07-21
384,26,Male,New York,Gold,2023-07-21
385,55,Male,Chicago,Platinum,2022-11-05
386,43,Male,Chicago,Gold,2023-09-15
387,51,Male,Miami,Gold,2024-01-24
388,18,Male,Chicago,Platinum,2022-02-13
389,60,Female,Miami,Platinum,2021-04-17
390,35,Male,Chicago,Platinum,2023-10-05
391,53,Male,Seattle,Gold,2024-04-23
392,60,Female,Seattle,Gold,2022-10-08
393,24,Male,Chicago,Platinum,2020-02-02
394,47,Male,Seattle,Silver,2022-03-17
395,70,Female,Chicago,Silver,2020-06-06
396,61,Male,Seattle,Gold,2021-01-21
397,29,Male,Miami,Gold,2022-12-04
398,41,Male,Chicago,Gold,2023-09-10
399,55,Male,Dallas,Silver,2022-07-27
400,20,Male,Chicago,Gold,2022-08-18
401,20,Male,Miami,Gold,2020-07-07
402,43,Female,Seattle,Gold,2025-01-28
403,40,Female,New York,Platinum,2025-04-24
404,48,Male,Seattle,Gold,2023-04-20
405,65,Female,Chicago,Platinum,2023-04-21
406,53,Female,New York,Platinum,2024-05-31
407,68,Female,Seattle,Gold,2022-11-30
408,68,Male,Miami,Platinum,2020-08-20
409,20,Male,New York,Gold,2021-11-20
410,41,Male,Dallas,Platinum,2020-05-31
411,49,Male,Miami,Gold,2021-11-16
412,50,Male,Chicago,Gold,2022-01-09
413,31,Male,Miami,Silver,2023-04-22
414,24,Female,Dallas,Platinum,2022-05-11
415,70,Female,Dallas,Gold,2023-05-31
416,41,Male,New York,Platinum,2021-05-20
417,70,Female,Seattle,Platinum,2021-08-04
418,54,Male,New York,Platinum,2020-12-14
419,35,Female,New York,Silver,2021-08-01
420,53,Female,Chicago,Silver,2020-07-21
421,35,Female,New York,Platinum,2022-11-14
422,37,Male,Miami,Silver,2023-02-01
423,38,Female,Dallas,Platinum,2020-09-29
424,20,Female,Dallas,Platinum,2020-03-17
425,19,Female,Seattle,Platinum,2020-12-01
426,53,Male,Miami,Platinum,2023-09-21
427,58,Female,Chicago,Silver,2021-04-21
428,25,Male,Miami,Platinum,2020-09-07
429,64,Female,Seattle,Silver,2024-05-19
430,21,Female,Seattle,Gold,2025-03-13
431,57,Female,Chicago,Platinum,2020-01-20
432,18,Female,New York,Silver,2021-06-02
433,53,Male,New York,Silver,2024-04-15
434,23,Male,New York,Platinum,2021-02-14
435,31,Female,Dallas,Silver,2022-10-01
436,50,Female,Dallas,Gold,2025-04-18
437,59,Male,Chicago,Platinum,2021-01-06
438,30,Female,Miami,Gold,2023-06-10
439,48,Female,New York,Gold,2020-02-12
440,24,Female,Miami,Gold,2021-11-25
441,22,Female,Chicago,Platinum,2022-11-19
442,69,Female,Miami,Platinum,2023-09-14
443,53,Female,Miami,Platinum,2024-02-21
444,54,Female,Miami,Gold,2020-12-04
445,35,Female,Miami,Gold,2023-05-28
446,52,Female,Dallas,Gold,2020-01-31
447,56,Male,Seattle,Gold,2024-12-31
448,40,Male,Miami,Gold,2021-03-04
449,62,Female,Dallas,Platinum,2023-07-05
450,27,Female,Seattle,Silver,2023-08-07
451,25,Female,New York,Gold,2024-03-18
452,52,Male,Dallas,Gold,2020-01-31
453,38,Female,Dallas,Platinum,2024-12-03
454,68,Male,Chicago,Platinum,2020-06-16
455,39,Male,New York,Silver,2024-05-18
456,62,Female,Seattle,Platinum,2021-11-28
457,32,Male,Chicago,Platinum,2024-03-15
458,54,Female,Dallas,Gold,2022-02-13
459,44,Female,New York,Silver,2022-04-14
460,32,Male,Miami,Silver,2023-07-13
461,32,Male,Seattle,Gold,2021-03-06
462,57,Male,Dallas,Platinum,2024-01-12
463,41,Male,Dallas,Gold,2022-10-16
464,28,Male,New York,Gold,2022-06-13
465,53,Female,Miami,Gold,2021-10-12
466,56,Male,Miami,Platinum,2021-08-21
467,69,Female,Seattle,Silver,2024-09-20
468,37,Male,Seattle,Silver,2022-10-23
469,32,Female,Seattle,Gold,2024-05-25
470,32,Male,New York,Platinum,2022-11-21
471,50,Male,Chicago,Gold,2025-03-04
472,21,Male,Chicago,Silver,2023-10-09
473,21,Female,New York,Silver,2020-04-22
474,18,Male,Miami,Gold,2021-11-12
475,68,Male,Miami,Silver,2023-02-18
476,31,Female,Chicago,Gold,2021-08-27
477,55,Female,Chicago,Silver,2021-03-07
478,43,Male,Chicago,Platinum,2023-12-05
479,46,Male,Dallas,Gold,2022-04-13
480,25,Male,Miami,Silver,2022-11-01
481,58,Male,Chicago,Silver,2021-04-05
482,29,Female,New York,Silver,2024-06-15
483,38,Male,New York,Gold,2020-11-03
484,32,Male,Dallas,Gold,2020-04-29
485,55,Male,Seattle,Silver,2024-06-13
486,32,Male,New York,Silver,2021-02-18
487,21,Male,New York,Platinum,2021-03-26
488,36,Female,Miami,Gold,2024-11-19
489,33,Male,Dallas,Silver,2021-10-29
490,40,Female,Seattle,Platinum,2024-11-11
491,57,Female,Seattle,Silver,2022-05-22
492,33,Female,Dallas,Silver,2023-05-23
493,59,Male,Chicago,Silver,2024-05-01
494,69,Female,Dallas,Platinum,2021-09-14
495,39,Female,Seattle,Gold,2022-01-16
496,40,Female,Seattle,Gold,2022-11-13
497,19,Female,Chicago,Gold,2020-12-10
498,37,Male,Miami,Platinum,2024-01-28
499,27,Male,Seattle,Platinum,2023-07-08
500,27,Male,Chicago,Silver,2024-07-22
501,57,Female,Chicago,Gold,2023-08-14
502,38,Male,Dallas,Gold,2021-09-26
503,22,Female,Chicago,Platinum,2021-12-24
504,46,Male,Chicago,Platinum,2021-10-08
505,22,Male,Seattle,Platinum,2020-03-12
506,20,Male,Dallas,Platinum,2025-05-25
507,41,Female,Miami,Platinum,2024-07-17
508,60,Female,Dallas,Platinum,2020-09-03
509,29,Female,New York,Gold,2024-12-17
510,57,Male,New York,Silver,2024-09-11
511,37,Female,Miami,Gold,2021-05-15
512,41,Male,Chicago,Gold,2023-11-29
513,54,Male,Chicago,Silver,2025-06-21
514,26,Male,Dallas,Platinum,2024-12-28
515,35,Male,Chicago,Silver,2020-06-03
516,37,Female,Seattle,Platinum,2022-11-14
517,48,Male,Miami,Gold,2021-02-04
518,45,Male,Dallas,Silver,2021-04-13
519,66,Male,Chicago,Silver,2020-02-13
520,28,Female,Dallas,Silver,2020-04-10
521,68,Female,New York,Platinum,2021-05-01
522,61,Male,New York,Gold,2023-08-11
523,59,Male,Miami,Gold,2020-12-03
524,54,Male,Chicago,Gold,2024-12-27
525,48,Male,New York,Gold,2022-10-20
526,53,Female,Chicago,Gold,2020-05-19
527,50,Female,Miami,Platinum,2021-09-30
528,56,Female,Miami,Silver,2022-09-11
529,39,Female,New York,Gold,2020-05-08
530,60,Female,New York,Silver,2025-02-03
531,38,Male,Dallas,Gold,2024-09-04
532,70,Female,Dallas,Gold,2022-05-01
533,18,Female,Chicago,Platinum,2021-08-18
534,21,Male,Seattle,Gold,2025-03-13
535,57,Male,Dallas,Gold,2024-04-22
536,59,Female,Miami,Gold,2023-05-31
537,34,Male,Dallas,Silver,2021-12-21
538,24,Female,Dallas,Platinum,2024-03-04
539,54,Male,Seattle,Gold,2020-11-03
540,48,Male,New York,Platinum,2023-08-03
541,33,Male,New York,Silver,2022-11-29
542,50,Female,Miami,Gold,2023-12-03
543,38,Male,Miami,Platinum,2022-10-15
544,43,Male,Seattle,Platinum,2024-01-23
545,53,Female,Chicago,Platinum,2023-04-20
546,41,Male,Dallas,Gold,2022-06-15
547,33,Female,New York,Gold,2024-04-01
548,40,Male,Chicago,Silver,2022-06-24
549,20,Female,Miami,Gold,2025-06-09
550,69,Male,Miami,Gold,2022-09-06
551,18,Male,Miami,Silver,2022-06-28
552,59,Male,Miami,Silver,2022-03-30
553,47,Male,Dallas,Gold,2020-10-10
554,28,Female,Chicago,Silver,2024-07-07
555,65,Female,Chicago,Platinum,2023-12-18
556,45,Female,Seattle,Platinum,2023-02-04
557,37,Male,Miami,Platinum,2022-11-04
558,37,Male,Dallas,Platinum,2020-11-12
559,61,Male,Dallas,Silver,2022-05-21
560,42,Male,Miami,Gold,2022-07-09
561,70,Female,Dallas,Silver,2020-04-20
562,23,Male,New York,Platinum,2022-03-04
563,26,Female,Seattle,Silver,2022-08-30
564,46,Male,Miami,Silver,2025-04-23
565,55,Female,Seattle,Gold,2021-08-18
566,40,Male,Miami,Gold,2021-01-04
567,67,Male,Miami,Silver,2024-06-23
568,60,Male,Miami,Silver,2022-07-01
569,38,Female,Dallas,Platinum,2020-07-27
570,42,Male,Seattle,Gold,2025-03-20
571,44,Female,Dallas,Platinum,2020-07-15
572,28,Female,Miami,Gold,2024-12-14
573,57,Female,Miami,Silver,2021-10-16
574,27,Female,Chicago,Platinum,2021-01-31
575,32,Male,Seattle,Platinum,2024-12-01
576,27,Male,New York,Gold,2020-04-17
577,47,Male,Dallas,Platinum,2021-10-20
578,35,Female,New York,Gold,2022-09-24
579,63,Female,Dallas,Platinum,2023-12-29
580,37,Female,Dallas,Gold,2020-12-22
581,24,Female,Chicago,Gold,2020-11-10
582,47,Male,Miami,Silver,2023-01-03
583,38,Female,Seattle,Platinum,2023-02-18
584,58,Female,Miami,Gold,2023-02-25
585,55,Female,Dallas,Gold,2023-11-16
586,43,Male,Chicago,Silver,2023-01-03
587,30,Male,New York,Gold,2025-01-28
588,57,Male,Dallas,Gold,2025-04-14
589,19,Female,Dallas,Gold,2023-05-14
590,56,Female,Chicago,Gold,2025-01-31
591,32,Female,Seattle,Platinum,2022-02-26
592,60,Male,New York,Gold,2023-08-26
593,40,Male,Chicago,Silver,2024-08-12
594,57,Female,Seattle,Silver,2023-12-26
595,36,Male,Seattle,Silver,2024-07-13
596,40,Male,Seattle,Silver,2020-08-16
597,52,Male,Dallas,Silver,2022-02-08
598,45,Female,Miami,Platinum,2025-04-18
599,62,Female,Chicago,Silver,2020-11-20
600,28,Male,Chicago,Silver,2022-06-24
601,55,Male,Seattle,Silver,2024-10-06
602,39,Female,Miami,Silver,2020-02-12
603,40,Male,Chicago,Silver,2023-11-20
604,49,Female,New York,Platinum,2020-07-02
605,26,Female,Miami,Silver,2021-03-04
606,41,Male,Dallas,Platinum,2021-12-14
607,22,Female,Seattle,Silver,2022-12-19
608,47,Male,Chicago,Silver,2023-11-12
609,69,Male,Dallas,Silver,2021-06-30
610,70,Male,New York,Silver,2024-07-23
611,69,Male,Seattle,Gold,2020-08-02
612,46,Female,Dallas,Silver,2022-06-02
613,41,Female,Seattle,Gold,2022-06-12
